PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer45/Product2123> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer45/Product2123> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer45/Product2101> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer45/Product2101> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer41/Product1919> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer41/Product1919> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer40/Product1871> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer40/Product1871> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer26/Product1226> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer26/Product1226> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer42/Product1951> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer42/Product1951> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer39/Product1820> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer39/Product1820> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer39/Product1817> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer39/Product1817> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer12/Product555> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer12/Product555> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer37/Product1676> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer37/Product1676> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer31/Product1410> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer31/Product1410> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer5/Product201> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer5/Product201> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer33/Product1497> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer33/Product1497> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer46/Product2164> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer46/Product2164> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer12/Product555> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer12/Product555> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer45/Product2123> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer45/Product2123> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer13/Product587> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer13/Product587> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product488> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product488> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product529> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product529> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
PREFIX bsbm: <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX rev: <http://purl.org/stuff/rev#> PREFIX foaf: <http://xmlns.com/foaf/0.1/>  CONSTRUCT {?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer32/Product1449> . 	?review dc:title ?title . 	?review rev:text ?text . 	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName .     ?review bsbm:rating1 ?rating1 .     ?review bsbm:rating2 ?rating2 .     ?review bsbm:rating3 ?rating3 .     ?review bsbm:rating4 ?rating4 . } WHERE {  	?review bsbm:reviewFor <http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer32/Product1449> . 	?review dc:title ?title . 	?review rev:text ?text . 	FILTER langMatches( lang(?text), "EN" )  	?review bsbm:reviewDate ?reviewDate . 	?review rev:reviewer ?reviewer . 	?reviewer foaf:name ?reviewerName . 	OPTIONAL { ?review bsbm:rating1 ?rating1 . } 	OPTIONAL { ?review bsbm:rating2 ?rating2 . } 	OPTIONAL { ?review bsbm:rating3 ?rating3 . } 	OPTIONAL { ?review bsbm:rating4 ?rating4 . } } ORDER BY DESC(?reviewDate)LIMIT 200
